ID,Start date,End date,Comment,Country,Department,Seniority,Age,Contract type,Contract status,Cost center,HC
14778,May-2018,,,India,Engineering,8/22/2017,41,Open ended,Employed,1329SE,1
15654,May-2018,,,Romania,G&A / Business Processes,9/21/2020,30,Open ended,Employed,1013SE,1
15255,May-2018,,,India,Professional Services,12/3/2018,35,Open ended,Employed,1015SE,1
15245,May-2018,,,Russia,Engineering,12/3/2018,37,Open ended,Employed,1322SE,1
15675,May-2018,,,Hong Kong,Professional Services,1/4/2021,35,Open ended,Future hire,1023HK,0
13626,May-2018,,,United States,Engineering,2/1/2007,54,Open ended,Employed,1324SE,1
13620,May-2018,,,France,Engineering,7/25/2011,45,Open ended,Employed,1323SE,1
13615,May-2018,,,Romania,Customer Success,9/16/2013,35,Open ended,Employed,1500GB,1
13623,May-2018,,,France,Engineering,10/22/2012,43,Open ended,Employed,1321SE,1
13627,May-2018,,,France,Infrastructure Services,12/10/2007,36,Open ended,Employed,1180SE,1
13649,May-2018,12/31/2020,NRI October 2020,Australia,Engineering,8/13/2004,43,Open ended,Employed,1270SE,0
13631,May-2018,,,Philippines,Customer Success,4/16/2007,43,Open ended,Employed,1500HK,1
13633,May-2018,,,France,Engineering,9/1/2006,39,Open ended,Employed,1323SE,1
13658,May-2018,,,France,Engineering,11/12/2007,36,Open ended,Employed,1323SE,1
15488,May-2018,12/31/2020,,Romania,G&A / Finance Office,11/11/2019,23,Intern,Employed,1060SE,0
13685,May-2018,,,Philippines,Global Markets AMERICAS,9/15/2008,40,Open ended,Employed,1024US,1
13801,May-2018,,,United States,Global Markets AMERICAS,3/2/2015,60,Open ended,Employed,3020US,1
13711,May-2018,,,Japan,Global Markets APAC,4/15/2013,44,Open ended,Employed,1022HK,1
13713,May-2018,,,France,Engineering,10/22/2007,42,Open ended,Employed,1323SE,1
13785,May-2018,,,France,G&A / People Office,1/13/2003,61,Open ended,Employed,1140SE,1
13796,May-2018,,,Philippines,Professional Services,4/1/2010,35,Open ended,Employed,1015SE,1
13800,May-2018,,,Philippines,Customer Success,8/1/2008,40,Open ended,Employed,1500HK,1
13802,May-2018,,,United States,Engineering,2/1/2007,65,Open ended,Employed,1324SE,1
13836,June-2018,,,United States,Infrastructure Services,5/12/2011,34,Open ended,Employed,1220SE,1
13888,June-2018,,,Romania,Engineering,1/29/2015,34,Open ended,Employed,1327SE,1
13859,June-2018,,,Romania,Engineering,3/16/2015,31,Open ended,Employed,1321SE,1
13874,June-2018,,,Philippines,Global Markets AMERICAS,6/6/2006,52,Open ended,Employed,1024US,1
13877,June-2018,,,Hong Kong,Engineering,2/23/2011,45,Open ended,Employed,1327SE,1
13942,June-2018,,,Philippines,Engineering,1/24/2012,39,Open ended,Employed,1323SE,1
13929,June-2018,,,Hong Kong,Infrastructure Services,9/21/2009,49,Open ended,Employed,1220SE,1
13950,June-2018,,,Philippines,Infrastructure Services,8/1/2008,38,Open ended,Employed,1220SE,1
13932,June-2018,,,Philippines,Engineering,6/6/2016,30,Open ended,Employed,1323SE,1
13974,June-2018,,,Romania,Engineering,1/7/2012,36,Open ended,Employed,1321SE,1
13998,June-2018,,,Philippines,Engineering,8/6/2012,36,Open ended,Employed,1326SE,1
14079,June-2018,,,United States,Professional Services,10/6/2014,29,Open ended,Employed,1023US,1
13994,June-2018,,,Philippines,Infrastructure Services,1/16/2008,38,Open ended,Employed,1220SE,1
14007,June-2018,,,France,Product Strategy,2/16/2015,35,Open ended,Employed,1166SE,1
14013,June-2018,,,Philippines,Infrastructure Services,5/4/2015,36,Open ended,Employed,1220SE,1
14042,June-2018,,,Hong Kong,Engineering,4/1/2009,45,Open ended,Employed,1327SE,1
14029,June-2018,,,Romania,Engineering,9/5/2016,30,Open ended,Employed,1321SE,1
14059,June-2018,,,Hong Kong,Infrastructure Services,3/2/2015,45,Open ended,Employed,1220SE,1
14074,June-2018,,,Philippines,Infrastructure Services,1/1/2015,30,Open ended,Employed,1180SE,1
14069,June-2018,,,France,Professional Services,4/6/2006,42,Open ended,Employed,1023GB,1
14102,June-2018,,,Hong Kong,Engineering,7/4/2016,30,Open ended,Employed,1327SE,1
14112,June-2018,,,Hong Kong,Engineering,3/8/2010,38,Open ended,Employed,1327SE,1
14138,June-2018,,,Singapore,Global Markets APAC,7/14/2014,33,Open ended,Employed,1022HK,1
14118,June-2018,,,United States,Engineering,3/17/2008,52,Open ended,Employed,1324SE,1
14175,June-2018,,,Philippines,Infrastructure Services,10/31/2011,41,Open ended,Employed,1220SE,1
14169,June-2018,,,France,Engineering,2/7/2011,39,Open ended,Employed,1323SE,1
14193,June-2018,,,France,Engineering,7/23/2008,38,Open ended,Employed,1321SE,1
14196,June-2018,,,United States,Engineering,3/6/2000,56,Open ended,Employed,1324SE,1
14900,June-2018,,,Russia,Engineering,2/12/2018,31,Open ended,Employed,1322SE,1
14244,June-2018,,,United States,Infrastructure Services,8/15/2016,44,Open ended,Employed,1210SE,1
14413,July-2018,,,France,Infrastructure Services,11/17/2014,52,Open ended,Employed,1180SE,1
14328,July-2018,,,Philippines,Infrastructure Services,12/12/2011,39,Open ended,Employed,1220SE,1
14238,July-2018,,,Philippines,Infrastructure Services,10/19/2015,33,Open ended,Employed,1220SE,1
14266,July-2018,,,Hong Kong,Engineering,10/17/2011,35,Open ended,Employed,1323SE,1
14312,July-2018,,,United States,Product Strategy,8/7/2006,42,Open ended,Employed,1166SE,1
14322,July-2018,,,Romania,Engineering,5/16/2016,30,Open ended,Employed,1321SE,1
14297,July-2018,,,United States,Product Strategy,9/15/2015,51,Freelancer contract,Employed,1166SE,0
14299,July-2018,,,Romania,Engineering,3/1/2013,40,Open ended,Employed,1321SE,1
14355,July-2018,1/30/2020,,France,Infrastructure Services,3/14/2011,35,Open ended,Left,1220SE,0
14357,July-2018,,,Romania,Engineering,9/26/2016,27,Open ended,Employed,1321SE,1
14365,July-2018,,,United States,Infrastructure Services,12/14/2015,55,Open ended,Employed,1220SE,1
14445,July-2018,,,France,Infrastructure Services,9/10/2018,29,Open ended,Employed,1180SE,1
14409,July-2018,,,Philippines,Infrastructure Services,11/1/2007,55,Open ended,Employed,1180SE,1
14464,July-2018,8/16/2020,,Hong Kong,Product Strategy,10/17/2016,35,Open ended,Left,1166SE,0
15650,July-2018,9/10/2021,,France,Engineering,9/1/2020,43,Intern,Employed,1321SE,0
14435,July-2018,,,Philippines,Customer Success,1/5/2015,40,Open ended,Employed,1500HK,1
15500,July-2018,,,France,Engineering,3/16/2020,34,Open ended,Employed,1323SE,1
14438,July-2018,,,France,Infrastructure Services,4/23/2009,35,Open ended,Employed,1220SE,1
14467,July-2018,,,Romania,Engineering,11/1/2016,37,Open ended,Employed,1321SE,1
14468,July-2018,,,Romania,Engineering,11/1/2016,27,Open ended,Employed,1321SE,1
14511,July-2018,10/12/2020,October Leaver parental,Romania,Professional Services,2/6/2017,32,Open ended,Employed,1015SE,0
14519,July-2018,3/31/2020,,Romania,G&A / Finance Office,2/21/2017,26,Open ended,Left,1060SE,0
14537,July-2018,,,Romania,Engineering,5/2/2017,26,Open ended,Employed,1327SE,1
14546,July-2018,,,Romania,G&A / Finance Office,5/17/2017,27,Open ended,Employed,1060SE,1
14564,July-2018,,,France,Marketing & Communications,8/17/2020,28,Open ended,Employed,1100SE,1
14574,July-2018,,,Romania,Engineering,10/2/2017,25,Open ended,Employed,1321SE,1
14581,July-2018,,,France,Infrastructure Services,9/25/2017,23,Open ended,Employed,1210SE,1
15522,July-2018,,,United States,Global Markets AMERICAS,2/4/2020,40,Open ended,Employed,3020US,1
14605,July-2018,,,Philippines,Infrastructure Services,7/10/2017,35,Open ended,Employed,1220SE,1
14619,July-2018,,,United States,Infrastructure Services,8/21/2017,31,Open ended,Employed,1180SE,1
14644,July-2018,,,Hong Kong,Engineering,12/11/2017,31,Open ended,Employed,1327SE,1
14613,August-2018,,,Romania,Engineering,8/30/2017,32,Open ended,Employed,1327SE,1
15510,August-2018,,,United States,G&A / Finance Office,1/8/2020,26,Intern,Employed,1060SE,0
14640,August-2018,10/10/2020,October Leaver,Hong Kong,Customer Success,11/13/2017,36,Open ended,Left,1500HK,0
14648,August-2018,,,Philippines,Engineering,12/6/2017,36,Open ended,Employed,1327SE,1
14654,August-2018,,,Japan,Infrastructure Services,1/4/2018,31,Open ended,Employed,1220SE,1
14656,August-2018,1/6/2020,,United States,Global Markets AMERICAS,1/3/2018,46,Open ended,Left,3020US,0
14683,August-2018,,,Romania,G&A / Finance Office,4/10/2018,39,Open ended,Employed,1060SE,1
14673,August-2018,,,Hong Kong,Infrastructure Services,3/12/2018,27,Open ended,Employed,1180SE,1
14687,August-2018,,,Philippines,Customer Success,4/23/2018,29,Open ended,Employed,1500HK,1
14692,August-2018,4/2/2020,,France,Customer Success,4/17/2018,31,Open ended,Left,1500GB,0
14693,August-2018,,,France,Engineering,4/18/2018,43,Open ended,Employed,1321SE,1
15655,August-2018,,,India,Professional Services,9/10/2020,28,Open ended,Employed,1015SE,1
14715,August-2018,,,Romania,Professional Services,7/3/2018,34,Open ended,Employed,1015SE,1
14716,August-2018,,,Romania,G&A / Finance Office,7/2/2018,30,Open ended,Employed,1060SE,1
15306,August-2018,,,India,Professional Services,2/11/2019,24,Open ended,Employed,1015SE,1
14724,August-2018,,,Romania,Engineering,12/3/2018,24,Open ended,Employed,1321SE,1
15168,August-2018,6/19/2020,,Romania,G&A / Finance Office,7/23/2018,22,Intern,Left,1060SE,0
15235,August-2018,5/29/2020,,Romania,G&A / Finance Office,10/17/2018,31,Open ended,Left,1060SE,0
15211,August-2018,,October joiner - VIE to FTE,Japan,Global Markets APAC,10/1/2018,25,Open ended,Employed,1023HK,1
14352,August-2018,,,United States,Infrastructure Services,8/13/2007,50,Open ended,Employed,1220SE,1
14280,August-2018,,,Hong Kong,Infrastructure Services,8/28/2015,40,Open ended,Employed,1220SE,1
15250,August-2018,,,Romania,Engineering,12/5/2018,26,Open ended,Employed,1321SE,1
14400,August-2018,,,United States,G&A / Finance Office,1/2/2007,39,Open ended,Employed,1060SE,1
14801,August-2018,,,United States,Engineering,9/16/2002,40,Open ended,Employed,1328SE,1
14111,August-2018,,,Hong Kong,Engineering,11/5/2009,34,Open ended,Employed,1323SE,1
13695,August-2018,,,Romania,Professional Services,1/3/2012,36,Open ended,Employed,1015SE,1
15224,August-2018,,,United States,Global Markets AMERICAS,7/1/2014,38,Freelancer contract,Employed,3030US,0
15098,August-2018,,,United States,Engineering,11/2/2015,46,Open ended,Employed,1328SE,1
15453,August-2018,,,Russia,G&A / People Office,9/9/2019,28,Open ended,Employed,1140SE,1
14144,August-2018,,,France,Engineering,4/11/2016,30,Open ended,Employed,1323SE,1
15182,August-2018,,,Russia,Engineering,8/13/2018,26,Open ended,Employed,1322SE,1
14837,September-2018,,,Hong Kong,Global Markets APAC,8/2/2005,38,Open ended,Employed,1023HK,1
14907,September-2018,,,Hong Kong,Global Markets APAC,9/5/2005,40,Open ended,Employed,4300HK,1
15087,September-2018,,,Russia,Engineering,11/27/2017,26,Open ended,Employed,1322SE,1
15048,September-2018,,,Russia,Engineering,7/1/2015,25,Open ended,Employed,1328SE,1
15104,September-2018,,,India,Engineering,5/16/2016,31,Open ended,Employed,1325SE,1
14036,September-2018,,,France,Global Markets EMEA,3/9/2009,37,Open ended,Employed,2330GB,1
13856,September-2018,,,Philippines,Customer Success,8/17/2015,36,Open ended,Employed,1500HK,1
15143,September-2018,,,Russia,Engineering,7/4/2016,24,Open ended,Employed,1322SE,1
15097,September-2018,,,Russia,Engineering,1/1/2002,43,Open ended,Employed,1322SE,1
14840,September-2018,,,Russia,Engineering,7/4/2016,24,Open ended,Employed,1322SE,1
14405,September-2018,5/15/2020,,United States,Global Markets AMERICAS,7/11/2016,26,Open ended,Left,3040US,0
14309,September-2018,,,United States,Infrastructure Services,1/5/1998,43,Open ended,Employed,1220SE,1
14258,September-2018,,,Philippines,Customer Success,5/4/2015,38,Open ended,Employed,1500HK,1
13797,September-2018,,,Philippines,Infrastructure Services,3/15/2009,34,Open ended,Employed,1220SE,1
14630,September-2018,,,Philippines,Customer Success,9/25/2017,27,Open ended,Employed,1500HK,1
14616,September-2018,7/31/2020,,Singapore,Global Markets APAC,9/15/2017,39,Open ended,Left,4300HK,0
15180,September-2018,12/1/2020,,India,Engineering,8/1/2018,24,Open ended,Employed,1325SE,1
13676,September-2018,,,United States,Engineering,7/5/2006,55,Open ended,Employed,1324SE,1
14621,September-2018,3/31/2020,,Romania,Customer Success,9/11/2017,30,Open ended,Left,1500GB,0
15115,September-2018,,,Russia,Customer Success,9/16/2014,27,Open ended,Employed,1500US,1
14657,September-2018,,,France,Infrastructure Services,1/2/2018,38,Open ended,Employed,1220SE,1
14694,September-2018,7/31/2020,,Romania,Customer Success,4/4/2018,27,Open ended,Left,1500GB,0
15196,September-2018,,,Russia,Engineering,9/17/2018,27,Open ended,Employed,1322SE,1
14924,September-2018,3/11/2020,,Italy,Customer Success,6/24/2016,34,Open ended,Left,1500GB,0
14899,September-2018,,,Russia,Engineering,7/4/2016,23,Open ended,Employed,1322SE,1
13682,September-2018,9/11/2020,,Australia,Engineering,3/16/2009,53,Open ended,Left,1326SE,0
14898,September-2018,,,Italy,Customer Success,4/23/2018,28,Open ended,Employed,1500GB,1
15093,September-2018,,,United States,Professional Services,12/1/2014,34,Open ended,Employed,1023US,1
15285,September-2018,,,Philippines,Infrastructure Services,1/16/2019,,Open ended,Employed,1220SE,1
14968,September-2018,3/24/2020,,United States,Engineering,6/29/2015,58,Open ended,Left,1328SE,0
14819,October-2018,,,Hong Kong,Global Markets APAC,10/15/2001,47,Open ended,Employed,4300HK,1
15173,October-2018,,,Sweden,G&A / Legal Office,9/25/2018,31,Open ended,Employed,1110SE,1
14896,October-2018,3/1/2020,,Sweden,Engineering,2/17/2006,39,Open ended,Left,1328SE,0
15000,October-2018,6/4/2020,,Sweden,Engineering,6/3/2013,48,Open ended,Left,1328SE,0
14544,October-2018,,,Romania,Engineering,4/26/2017,34,Open ended,Employed,1327SE,1
15036,October-2018,,,Russia,Customer Success,6/30/2014,33,Open ended,Employed,1500GB,1
14000,October-2018,,,United States,Global Markets AMERICAS,12/27/2006,42,Open ended,Employed,1024US,1
14082,October-2018,,,United States,Professional Services,10/1/2011,34,Open ended,Employed,1023US,1
13871,October-2018,,,United States,Global Markets AMERICAS,11/13/2000,49,Open ended,Employed,1024US,1
15064,October-2018,,,Russia,Engineering,4/3/2017,24,Open ended,Employed,1322SE,1
14960,October-2018,,,United States,Engineering,6/14/2012,33,Open ended,Employed,1328SE,1
14910,October-2018,5/15/2020,,Sweden,Infrastructure Services,1/1/2017,32,Open ended,Left,1180SE,0
14262,October-2018,,,Philippines,Infrastructure Services,10/5/2015,28,Open ended,Employed,1220SE,1
15051,October-2018,,,Sweden,Engineering,6/1/2006,48,Open ended,Employed,1322SE,1
15113,October-2018,5/22/2020,,United States,Customer Success,1/23/2017,50,Open ended,Left,1500US,0
14702,October-2018,,,Romania,G&A / Finance Office,5/7/2018,24,Open ended,Employed,1060SE,1
14597,October-2018,,,Romania,G&A / Finance Office,7/4/2017,30,Open ended,Employed,1060SE,1
15092,October-2018,,,Sweden,Infrastructure Services,1/8/2018,37,Open ended,Employed,1220SE,1
14047,October-2018,,,United States,Global Markets AMERICAS,7/9/2007,44,Open ended,Employed,1024US,1
14232,October-2018,,,United States,Customer Success,6/16/2014,41,Open ended,Employed,1500US,1
14281,October-2018,,,Philippines,Infrastructure Services,9/26/2011,33,Open ended,Employed,1220SE,1
14719,October-2018,,,Romania,Engineering,10/1/2018,25,Open ended,Employed,1321SE,1
14935,October-2018,,,United States,Global Markets AMERICAS,3/1/2005,39,Open ended,Employed,3030US,1
14233,October-2018,,,France,Professional Services,12/3/2013,43,Open ended,Employed,1023GB,1
14969,October-2018,,,United States,Global Markets AMERICAS,3/15/2004,40,Open ended,Employed,3030US,1
14997,October-2018,2/28/2020,,India,Engineering,5/19/2017,30,Open ended,Left,1329SE,0
14532,October-2018,,,Romania,G&A / Finance Office,4/10/2017,36,Open ended,Employed,1060SE,1
14948,October-2018,,,Sweden,Global Markets EMEA,7/22/2002,46,Open ended,Employed,2330GB,1
15309,October-2018,,,India,Engineering,2/13/2019,30,Open ended,Employed,1329SE,1
15298,October-2018,,,Russia,Engineering,2/18/2019,22,Open ended,Employed,1322SE,1
14068,October-2018,,,Philippines,Infrastructure Services,7/18/2011,38,Open ended,Employed,1220SE,1
15045,November-2018,,,Russia,Engineering,9/6/2001,44,Open ended,Employed,1328SE,1
14881,November-2018,,,Hong Kong,Engineering,7/4/2016,24,Open ended,Employed,1328SE,1
14376,November-2018,,,Philippines,Customer Success,3/14/2011,34,Open ended,Employed,1500HK,1
14764,November-2018,,,Sweden,G&A / Finance Office,10/15/2012,39,Open ended,Employed,1060SE,1
15295,November-2018,,,Russia,Infrastructure Services,2/5/2019,25,Open ended,Employed,1180SE,1
14557,November-2018,,,Philippines,Infrastructure Services,5/22/2017,32,Open ended,Employed,1220SE,1
15292,November-2018,,,Japan,Global Markets APAC,2/12/2019,50,Open ended,Employed,1023HK,1
14713,November-2018,1/5/2020,,Sweden,G&A / Legal Office,9/3/2012,62,Open ended,Left,,0
13920,November-2018,,,United States,Infrastructure Services,8/11/2008,54,Open ended,Employed,1220SE,1
14387,November-2018,,,United States,Infrastructure Services,11/5/2007,49,Open ended,Employed,1220SE,1
14858,November-2018,,,Sweden,G&A / People Office,1/9/2006,52,Open ended,Employed,1140SE,1
14396,November-2018,,,France,Infrastructure Services,9/3/2014,40,Open ended,Employed,1220SE,1
15317,November-2018,,,Russia,G&A / Finance Office,3/11/2019,29,Open ended,Employed,1060SE,1
14776,November-2018,,,India,Engineering,7/2/2007,34,Open ended,Employed,1330SE,1
14855,November-2018,,,Canada,Engineering,2/3/2014,31,Open ended,Employed,1328SE,1
15639,November-2018,,,United Kingdom,Product Strategy,8/4/2020,45,Open ended,Employed,1166SE,1
15320,November-2018,,,Philippines,Infrastructure Services,3/6/2019,,Open ended,Employed,1220SE,1
14930,November-2018,9/4/2020,,Russia,Engineering,7/1/2016,26,Open ended,Left,1322SE,0
14408,November-2018,,,Hong Kong,Engineering,5/12/2014,36,Open ended,Employed,1327SE,1
14983,November-2018,,,Russia,Engineering,6/4/2013,30,Open ended,Employed,1322SE,1
15047,November-2018,,,Russia,Customer Success,4/3/2018,35,Open ended,Employed,1500GB,1
14784,November-2018,,,Russia,Customer Success,10/1/2012,35,Open ended,Employed,1500GB,1
14871,November-2018,,,Russia,Customer Success,7/8/2015,31,Open ended,Employed,1500GB,1
14051,November-2018,,,Philippines,Infrastructure Services,3/19/2019,29,Open ended,Employed,1210SE,1
13618,November-2018,,,France,Infrastructure Services,12/1/2014,36,Open ended,Employed,1180SE,1
14705,November-2018,,,France,Professional Services,4/23/2018,39,Open ended,Employed,1023GB,1
14264,November-2018,,,United States,Infrastructure Services,4/8/2002,44,Open ended,Employed,1220SE,1
15166,November-2018,,,United States,Global Markets AMERICAS,7/9/2018,51,Open ended,Employed,3020US,1
14570,November-2018,,,Romania,Engineering,10/2/2017,24,Open ended,Employed,1327SE,1
14864,November-2018,,,Italy,Global Markets EMEA,7/16/2002,50,Open ended,Employed,2300GB,1
13957,December-2018,,,Romania,Engineering,6/29/2015,27,Open ended,Employed,1321SE,1
13918,December-2018,,,United States,Product Strategy,4/18/2011,54,Open ended,Employed,1166SE,1
15239,December-2018,,,India,Engineering,1/17/2011,45,Open ended,Employed,1325SE,1
14843,December-2018,,,Russia,Customer Success,9/1/2014,29,Open ended,Employed,1500GB,1
15322,December-2018,,,Romania,Customer Success,6/10/2019,23,Open ended,Employed,1500GB,1
15301,December-2018,,,Russia,Engineering,2/18/2019,26,Open ended,Employed,1322SE,1
14332,December-2018,,,Philippines,Infrastructure Services,11/15/2011,43,Open ended,Employed,1220SE,1
15057,December-2018,,,Hong Kong,Customer Success,1/11/2016,45,Open ended,Employed,1500HK,1
14231,December-2018,,,France,Professional Services,2/22/2010,35,Open ended,Employed,1023GB,1
15299,December-2018,,,Russia,Engineering,2/11/2019,24,Open ended,Employed,1322SE,1
14652,December-2018,,,Philippines,Engineering,1/2/2018,32,Open ended,Employed,1326SE,1
15053,December-2018,,,Russia,Engineering,12/4/2012,32,Open ended,Employed,1328SE,1
14741,December-2018,,,Russia,Engineering,5/10/2001,43,Open ended,Employed,1322SE,1
15120,December-2018,,,Sweden,G&A / Finance Office,11/19/2007,40,Open ended,Employed,1060SE,1
14084,December-2018,,,Philippines,Engineering,2/11/2013,42,Open ended,Employed,1326SE,1
15324,December-2018,,,Romania,Professional Services,7/15/2019,24,Open ended,Employed,1015SE,1
14397,December-2018,,,United States,Infrastructure Services,10/11/2010,58,Open ended,Employed,1220SE,1
14539,December-2018,,,France,Professional Services,4/24/2017,51,Open ended,Employed,1023GB,1
15156,December-2018,10/31/2020,October Leaver,India,Customer Success,7/2/2018,23,Open ended,Left,1500HK,0
15287,December-2018,,,Philippines,Infrastructure Services,1/16/2019,,Open ended,Employed,1220SE,1
15335,December-2018,,,Russia,Engineering,4/8/2019,23,Open ended,Employed,1322SE,1
14230,December-2018,,,France,Global Markets EMEA,11/1/2011,35,Open ended,Employed,2330GB,1
14828,December-2018,,,Russia,Engineering,3/13/2017,25,Open ended,Employed,1328SE,1
15354,December-2018,,,Philippines,Professional Services,5/16/2019,,Open ended,Employed,1015SE,1
15242,December-2018,1/3/2020,,India,Customer Success,11/15/2018,28,Open ended,Left,1500HK,0
13853,December-2018,,,United States,Global Markets AMERICAS,5/18/2015,56,Open ended,Employed,3030US,1
15204,December-2018,9/7/2020,,Australia,Engineering,9/10/2018,36,Open ended,Left,1326SE,0
15345,December-2018,,,Romania,Infrastructure Services,4/17/2019,25,Open ended,Employed,1180SE,1
14604,December-2018,,,Japan,Global Markets APAC,9/1/2017,48,Open ended,Employed,1022HK,1
14953,December-2018,3/14/2021,NRI October 2020,Sweden,Product Strategy,2/4/2002,47,Open ended,Employed,1270SE,0
13990,December-2018,,,United States,Infrastructure Services,1/2/2001,57,Open ended,Employed,1220SE,1
15346,January-2019,,,Romania,Customer Success,6/22/2019,27,Open ended,Employed,1500GB,1
13692,January-2019,,,United States,Infrastructure Services,12/1/2005,38,Open ended,Employed,1220SE,1
14524,January-2019,,,Romania,Engineering,3/6/2017,41,Open ended,Employed,1321SE,1
14939,January-2019,,,Sweden,G&A / Finance Office,5/7/2012,37,Open ended,Employed,1060SE,1
15189,January-2019,10/30/2020,,France,Infrastructure Services,9/3/2018,24,Intern,Left,1180SE,0
14470,January-2019,,,France,Customer Success,11/14/2016,44,Open ended,Employed,1500GB,1
14831,January-2019,,,Russia,Engineering,9/20/2016,26,Open ended,Employed,1322SE,1
15155,January-2019,10/31/2020,October Leaver,India,Customer Success,7/2/2018,23,Open ended,Left,1500HK,0
14140,January-2019,,,France,Customer Success,2/16/2015,42,Open ended,Employed,1500GB,1
15337,January-2019,,,United States,Marketing & Communications,4/15/2019,30,Open ended,Employed,1100SE,1
15360,January-2019,,,Philippines,Customer Success,5/16/2019,,Open ended,Employed,1500HK,1
14075,January-2019,,,Philippines,Professional Services,3/16/2015,34,Open ended,Employed,1015SE,1
15370,January-2019,,,Romania,Engineering,5/20/2019,26,Open ended,Employed,1327SE,1
13688,January-2019,,,France,Infrastructure Services,12/1/2010,46,Open ended,Employed,1220SE,1
15171,January-2019,,,Russia,Engineering,7/16/2018,24,Open ended,Employed,1322SE,1
14066,January-2019,,,Hong Kong,Global Markets APAC,3/1/2016,27,Open ended,Employed,1023HK,1
14242,January-2019,,,Singapore,Global Markets APAC,6/6/2007,41,Open ended,Employed,4330HK,1
14535,January-2019,,,France,Marketing & Communications,5/15/2017,36,Open ended,Employed,1100SE,1
15126,January-2019,,,United States,Global Markets AMERICAS,4/5/2006,38,Open ended,Employed,3020US,1
15343,January-2019,,,Philippines,Infrastructure Services,3/25/2019,28,Open ended,Employed,1220SE,1
14701,January-2019,1/17/2020,,France,Infrastructure Services,12/16/2019,26,Fixed term,Left,1180SE,0
14736,January-2019,,,United States,Customer Success,9/17/2012,34,Open ended,Employed,1500US,1
14342,January-2019,,,Romania,Engineering,4/1/2015,27,Open ended,Employed,1321SE,1
14508,January-2019,,,Romania,Professional Services,1/9/2017,30,Open ended,Employed,1015SE,1
15384,January-2019,9/30/2020,,Australia,Engineering,6/12/2019,29,Open ended,Left,1326SE,0
15355,January-2019,,,Philippines,Customer Success,5/16/2019,,Open ended,Employed,1500HK,1
14454,January-2019,,,France,Product Strategy,10/3/2016,56,Open ended,Employed,1166SE,1
14253,January-2019,,,United States,Engineering,2/2/2015,34,Open ended,Employed,1324SE,1
15231,January-2019,,October joiner - VIE to FTE,Brazil,Professional Services,12/29/2020,27,Open ended,Employed,1023US,1
15356,January-2019,,,Philippines,Infrastructure Services,6/3/2019,35,Open ended,Employed,1220SE,1
15557,January-2019,,,Romania,G&A / Finance Office,4/6/2020,25,Open ended,Employed,1060SE,1
15471,February-2019,12/31/2020,,Russia,Engineering,10/14/2019,25,Intern,Employed,1322SE,0
13862,February-2019,,,France,Engineering,10/6/2008,35,Open ended,Employed,1321SE,1
15236,February-2019,2/21/2020,,India,Engineering,10/15/2018,26,Open ended,Left,1329SE,0
15286,February-2019,,,Philippines,Infrastructure Services,1/16/2019,,Open ended,Employed,1220SE,1
14689,February-2019,,,Romania,Professional Services,7/23/2018,24,Open ended,Employed,1015SE,1
14072,February-2019,12/31/2020,NRI October 2020,Australia,Engineering,7/14/2008,42,Open ended,Employed,1270SE,0
15467,February-2019,,,Hong Kong,G&A / People Office,10/14/2019,37,Open ended,Employed,1140SE,1
14600,February-2019,,,Hong Kong,Global Markets APAC,8/14/2017,50,Open ended,Employed,4300HK,1
14753,February-2019,9/11/2020,,Australia,Engineering,1/23/2006,59,Open ended,Left,1328SE,0
15313,February-2019,,,Hong Kong,Engineering,3/18/2019,33,Open ended,Employed,1323SE,1
14151,February-2019,,,Romania,Engineering,4/1/2011,39,Open ended,Employed,1321SE,1
14304,February-2019,,,France,Engineering,10/6/2010,35,Open ended,Employed,1321SE,1
15434,February-2019,,,France,Customer Success,10/21/2019,26,Open ended,Employed,1500GB,1
15460,February-2019,,,Romania,G&A / People Office,10/14/2019,36,Open ended,Employed,1140SE,1
15490,February-2019,1/10/2020,,France,G&A / Business Processes,11/12/2019,20,Intern,Left,1013SE,0
15068,February-2019,,,India,Engineering,2/27/2017,26,Open ended,Employed,1329SE,1
15421,February-2019,,,United Kingdom,Professional Services,7/15/2019,53,Open ended,Employed,1023GB,1
15483,February-2019,1/31/2020,,Italy,G&A / People Office,11/6/2019,23,Intern,Left,1140SE,0
15284,February-2019,2/9/2020,,France,G&A / Finance Office,1/28/2019,52,Open ended,Left,1060SE,0
14515,February-2019,,,Romania,Professional Services,3/1/2017,32,Open ended,Employed,1015SE,1
15422,February-2019,,,United Kingdom,Customer Success,7/29/2019,48,Open ended,Employed,1500SE,1
15364,February-2019,,,India,Engineering,5/13/2019,24,Open ended,Employed,1329SE,1
15440,February-2019,,,United Kingdom,G&A / Legal Office,9/2/2019,48,Open ended,Employed,1110SE,1
13619,February-2019,,,United Kingdom,Infrastructure Services,9/24/2012,36,Open ended,Employed,1240SE,1
15321,February-2019,1/31/2020,,Sweden,G&A / People Office,6/24/2019,59,Open ended,Left,1140SE,0
15462,February-2019,1/1/2020,,United Kingdom,G&A / People Office,10/1/2019,23,Open ended,Left,1140SE,0
15244,February-2019,,,Sweden,Customer Success,11/26/2018,27,Open ended,Employed,1500GB,1
15101,February-2019,1/24/2020,,United States,Engineering,1/14/2009,44,Open ended,Left,1322SE,0
14848,March-2019,1/24/2020,,United States,Engineering,5/1/2010,42,Open ended,Left,1322SE,0
